record_id|council_name|source_document|section_num|chiefdom|constituency|sn|project_name|village|ward|chiefdom_in_row|resources|priority|sub_item|source_page|category|sector|project_name_short
156|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||es|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
157|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|2|Drilling of solar powered Boreholes.||Kapopo, Chiwole, Samuel|||Sandwe|Chilengu, Chimutowe|89|IDP_PROJECTS|Water|Drilling of solar powered Boreholes.
158|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|2|Drilling of solar powered Boreholes.||Kapopo, Chiwole, Samuel|||Sandwe|Mwelwa, Kasangazi, Lusandwa|89|IDP_PROJECTS|Water|Drilling of solar powered Boreholes.
159|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|2|Drilling of solar powered Boreholes.||Kapopo, Chiwole, Samuel|||Sandwe|Masili, Sopa, Chilongozi|89|IDP_PROJECTS|Water|Drilling of solar powered Boreholes.
160|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|2|Drilling of solar powered Boreholes.||Kapopo, Chiwole, Samuel|||Sandwe|Mwanika, Salazani, Haugen|89|IDP_PROJECTS|Water|Drilling of solar powered Boreholes.
161|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|2|Drilling of solar powered Boreholes.||Kapopo, Chiwole, Samuel|||Sandwe|Sch., Sambila, Mangolo Com.|89|IDP_PROJECTS|Water|Drilling of solar powered Boreholes.
162|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|2|Drilling of solar powered Boreholes.||Kapopo, Chiwole, Samuel|||Sandwe|Sch., Sindikani.|89|IDP_PROJECTS|Water|Drilling of solar powered Boreholes.
163|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|4|Creation of Community Forests|Sandwe, Chiwale, Mileka, Lumbuka, Mwanika, Muchilwa, Chimunda, Nyombwe, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|Existing|89|IDP_PROJECTS|Agriculture|Creation of Community Forests
164|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|4|Creation of Community Forests|Sandwe, Chiwale, Mileka, Lumbuka, Mwanika, Muchilwa, Chimunda, Nyombwe, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|unprotected|89|IDP_PROJECTS|Agriculture|Creation of Community Forests
165|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|4|Creation of Community Forests|Sandwe, Chiwale, Mileka, Lumbuka, Mwanika, Muchilwa, Chimunda, Nyombwe, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|forests|89|IDP_PROJECTS|Agriculture|Creation of Community Forests
166|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|4|Creation of Community Forests|Sandwe, Chiwale, Mileka, Lumbuka, Mwanika, Muchilwa, Chimunda, Nyombwe, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|Unskilled|89|IDP_PROJECTS|Agriculture|Creation of Community Forests
167|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|4|Creation of Community Forests|Sandwe, Chiwale, Mileka, Lumbuka, Mwanika, Muchilwa, Chimunda, Nyombwe, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|Labour|89|IDP_PROJECTS|Agriculture|Creation of Community Forests
168|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|6|Bee – Keeping Production|Mwelwa, Chiwole, Mulira, Chilengu, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|Unskilled|89|IDP_PROJECTS|Agriculture|Bee – Keeping Production
169|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|6|Bee – Keeping Production|Mwelwa, Chiwole, Mulira, Chilengu, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|Labour|89|IDP_PROJECTS|Agriculture|Bee – Keeping Production
170|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|6|Bee – Keeping Production|Mwelwa, Chiwole, Mulira, Chilengu, Chikapu, Chilongozi, Masili & Matizye||||Sandwe|Small Forests|89|IDP_PROJECTS|Agriculture|Bee – Keeping Production
171|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|7|Construction of Dip-Tank /|Mwelwa, Chilengu, Chinkhuni||||Sandwe||89|IDP_PROJECTS|Agriculture|Construction of Dip-Tank /
172|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|2|Unknown Project|||||||89|IDP_PROJECTS|Unknown|
173|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|8|Food and fruit Processing / Value Addition|Ukwimi||||Abundant|agriculture|90|IDP_PROJECTS|Agriculture|Food and fruit Processing / Value Addition
174|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|8|Food and fruit Processing / Value Addition|Ukwimi||||Abundant|produces|90|IDP_PROJECTS|Agriculture|Food and fruit Processing / Value Addition
175|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|8|Food and fruit Processing / Value Addition|Ukwimi||||Abundant|Land|90|IDP_PROJECTS|Agriculture|Food and fruit Processing / Value Addition
176|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|10|Solar Lighting||Chiwale|||Human|Mudonsa|90|IDP_PROJECTS|Energy|Solar Lighting
177|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|10|Solar Lighting||Chiwale|||Human|Resource|90|IDP_PROJECTS|Energy|Solar Lighting
178|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|10|Solar Lighting||Chiwale|||Human|Songovwa|90|IDP_PROJECTS|Energy|Solar Lighting
179|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|10|Solar Lighting||Chiwale|||Human|Land|90|IDP_PROJECTS|Energy|Solar Lighting
180|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|10|Solar Lighting||Chiwale|||Human|Masili|90|IDP_PROJECTS|Energy|Solar Lighting
181|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|10|Solar Lighting||Chiwale|||Human|Houses/Villages|90|IDP_PROJECTS|Energy|Solar Lighting
182|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|12|Construction of Market|Sandwe||||Bricks, Sand|Labour|90|IDP_PROJECTS|Commerce|Construction of Market
183|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|14|Construction/Rehabilitation of Dams (irrigation Schemes)|Kachewere Mzumwa Sopa||||Land|Streams|90|IDP_PROJECTS|Agriculture|Construction/Rehabilitation of Dams (irrigation Schemes)
184|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|14|Construction/Rehabilitation of Dams (irrigation Schemes)|Kachewere Mzumwa Sopa||||Land|Unskilled|90|IDP_PROJECTS|Agriculture|Construction/Rehabilitation of Dams (irrigation Schemes)
185|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|14|Construction/Rehabilitation of Dams (irrigation Schemes)|Kachewere Mzumwa Sopa||||Land|Labour|90|IDP_PROJECTS|Agriculture|Construction/Rehabilitation of Dams (irrigation Schemes)
186|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|14|Construction/Rehabilitation of Dams (irrigation Schemes)|Kachewere Mzumwa Sopa||||Land|Crushed stones|90|IDP_PROJECTS|Agriculture|Construction/Rehabilitation of Dams (irrigation Schemes)
187|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|14|Construction/Rehabilitation of Dams (irrigation Schemes)|Kachewere Mzumwa Sopa||||Land|River/Building|90|IDP_PROJECTS|Agriculture|Construction/Rehabilitation of Dams (irrigation Schemes)
188|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|14|Construction/Rehabilitation of Dams (irrigation Schemes)|Kachewere Mzumwa Sopa||||Land|Sand|90|IDP_PROJECTS|Agriculture|Construction/Rehabilitation of Dams (irrigation Schemes)
189|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|14|Construction/Rehabilitation of Dams (irrigation Schemes)|Kachewere Mzumwa Sopa||||Land|Defunct dams|90|IDP_PROJECTS|Agriculture|Construction/Rehabilitation of Dams (irrigation Schemes)
190|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.5|Sandwe|Msanzala Constituency|10|Unknown Project|||||||90|IDP_PROJECTS|Unknown|
