project_id|project_name|project_description|sector|project_type|province|district|constituency|ward|project_site|amount_requested_zmw|approved_amount_zmw|effective_amount_zmw|amount_category|has_amount|year_funded|status|comments|source_file
KNA-76|Staff Houses|3 Staff Houses|Education|Construction of 3 Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Nyandubane Primary School|510000.0||510000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-77|Staff Houses|2 Solar Powered Staff Houses|Education|Construction of 2 Solar Powered Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lunene Primary School|1000000.0||1000000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-78|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Mbwika Village|60000.0||60000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-79|Bridge|Bridge||Construction of a Bridge|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Chinsima Village|180000.0||180000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-80|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Kanyukuta Gardener Co-operati|60000.0||60000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-81|Classroom Block|Classroom Block|Education|Construction of a Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Kafuwele Primary School||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-82|Dam|Dam|Water and Sanitation|Rehabilitation of a Dam|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Nyandubane|720000.0||720000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-83|Classroom Block|Classroom Block|Education|Construction of a Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Nyandubane Primary School|170000.0||170000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-84|Classroom Block and Staff House|1x2 Classroom Block and 1 Staff House|Education|Construction of a 1x2 Classroom Block and 1 Staff House|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Katayauchi PTC|1475450.0||1475450.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-85|Classroom Block|1x3 Classroom Block|Education|Construction of a 1x3 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Nzumbi Primary School|1198607.25||1198607.25|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-86|Classroom Block|1x2 ECE Classroom Block|Education|Construction of 1x2 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lunene Primary School|700000.0||700000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-87|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Sikalenje||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-88|Tower|Tower|Communication|Construction of a Communication Tower|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde Community|120000.0||120000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-89|Toilets|VIP Toilets|Education|Construction of VIP Toilets|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde Community|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-90|Laboratory|Computer Laboratory|Education|Construction of a Computer Laboratory|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde|120000.0||120000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-91|Health Post|Health Post|Health|Construction of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde Community|110000.0||110000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-92|Dip Water Tank|Dip Water Tank|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lunene|350000.0||350000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-93|Health Post|Health Post|Health|Construction of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lunene||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
PCA-1|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Chilimanyama|Cheuka||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-2|HEALTH POST CONSTRUCTION|Construction of 1 Health post|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Chilimanyama|Lukasi||400000.0|400000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-3|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Kovyane|Kamwankhuku||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-4|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Kovyane|Ndelemya||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-5|Construction of Health post|Construction of Health post|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Kovyane|Kaombwe||400000.0|400000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-6|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Og2|Chisoyo||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-7|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Onglowe|Chingombe||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-8|HEALTH POST CONSTRUCTION|Construction of Health post|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Onglowe|Mondola||400000.0|400000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-9|HEALTH POST CONSTRUCTION|CONSTRUCTION OF HEALTH POST|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Minga|KALUBA||400000.0|400000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-10|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Minga|MULANZI||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-11|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Nyika|CHIMATE||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-12|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Nyika|HILLSIDE||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-13|HEALTH POST CONSTRUCTION|CONSTRUCTION OF HEALTH POST|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Nyika|KALITO||400000.0|400000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-14|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Mbala|CHAMANIKA||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-15|CONSTRUCTION OF HEALTH POST|CONSTRUCTION OF HEALTH POST|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Mbala|KAZALA PRIMARY SCHOOL||400000.0|400000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-16|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Mbala|MADZI ATUWA||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-17|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Msumbazi|PETAUKE CENTRAL||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-18|HEALTH POST CONSTRUCTION|CONSTRUCTION OF HEALTH POST AND BOREHOLE|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Msumbazi|PETAUKE CENTRAL||437412.0|437412.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-19|HEALTH POST CONSTRUCTION|CONSTRUCTION OF HEALTH POST|Health|CONSTRUCTION|Eastern|Petauke|Petauke Central|Nsimbo|CHALIMBAN||400000.0|400000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
PCA-20|CLASSROOM CONSTRUCTION|CONSTRUCTION OF 1X2 CLASSROOM BLOCK|Education|CONSTRUCTION|Eastern|Petauke|Petauke Central|Nsimbo|MULAWA||500000.0|500000.0|Medium (100K–1M)|1|2022|Approved||2022-COMMUNITY-PROJECTS-PETAUKE-CENTRAL.csv
